Name,Made,Fuel Type,Mileage,Gearbox,Engine,Power,Location,Price
Volkswagen Passat,2007-12,Dyzelinas,267 654 km,Mechaninė,1.9,77,"Kaišiadorys, Lietuva",2 450 €
BMW 530 E39,2001-01,Dyzelinas,366 350 km,Mechaninė,3.0,142,"Kaunas, Lietuva",2 450 €
Audi A4 B7 tdi,2006-09,Dyzelinas,368 000 km,Automatinė,1.9,96,"Utena, Lietuva",2 450 €
Volkswagen Touran TDI Conceptline,2005-07,Dyzelinas,352 922 km,Mechaninė,1.9,77,"Joniškis, Lietuva",2 490 €
Audi A4 B7 TDI,2005-12,Dyzelinas,500 000 km,Mechaninė,2.0,103,"Lazdijai, Lietuva",2 499 €
Volkswagen Golf V TDI Sportline,2004-08,Dyzelinas,237 500 km,Mechaninė,2.0,103,"Kaunas, Lietuva",2 500 €
Audi A3 Ambiente S tronic,2008-02,Benzinas,227 523 km,Automatinė,1.6,75,"Vilnius, Lietuva",2 500 €
Ford Galaxy,2004-03,Dyzelinas,,Mechaninė,1.9,,"Jurbarkas, Lietuva",2 500 €
Jaguar XJ X300,1996-01,Benzinas,300 000 km,Automatinė,3.2,155,"Vilnius, Lietuva",2 500 €
Audi A6 C6 TDI Quattro Tiptr.,2004-09,Dyzelinas,400 500 km,Automatinė,3.0,165,"Kėdainiai, Lietuva",2 500 € + mokesčiai
Toyota Avensis,2003-05,Dyzelinas,276 000 km,Mechaninė,2.0,85,"Šiauliai, Lietuva",2 500 €
Dacia Logan Van,2012-05,Dyzelinas,300 000 km,Mechaninė,1.5,65,"Vilnius, Lietuva",2 500 €
BMW 330,2002-07,Dyzelinas,343 000 km,Mechaninė,2.9,135,"Šiauliai, Lietuva",2 500 €
Skoda Superb TSI,2009-10,Benzinas,177 454 km,Automatinė,1.8,118,"Šiauliai, Lietuva",2 500 €
BMW 330,2001-10,Benzinas,,Mechaninė,3.0,170,"Radviliškis, Lietuva",2 500 €
BMW 320 E90,2005-05,Dyzelinas,410 000 km,Mechaninė,2.0,120,"Vilnius, Lietuva",2 500 €
Fiat Ducato,2004-01,Dyzelinas,322 000 km,Automatinė,2.8,93,"Kėdainiai, Lietuva",2 500 €
Volkswagen Golf V,2005-01,Benzinas,,Automatinė,1.6,75,"Panevėžys, Lietuva",2 500 €
Volkswagen LT,2002-01,Dyzelinas,,Mechaninė,2.5,80,"Panevėžys, Lietuva",2 500 €
Ford S-Max,2006-10,Dyzelinas,362 000 km,Mechaninė,2.0,98,"Šilalė, Lietuva",2 500 €
Toyota Avensis II D-4D Prestige,2007-08,Dyzelinas,400 000 km,Mechaninė,2.2,110,"Klaipėda, Lietuva",2 500 €
Mercedes-Benz B 180 CDI,2005-11,Dyzelinas,304 000 km,Mechaninė,2.0,80,"Vilnius, Lietuva",2 550 €
BMW 120 E87 d,2005-10,Dyzelinas,390 000 km,Mechaninė,2.0,120,"Šiauliai, Lietuva",2 550 €
Daihatsu Feroza,1996-06,Benzinas/Dujos,,Mechaninė,1.6,70,"Vilnius, Lietuva",2 600 €
BMW 116 E87 i,2005-01,Benzinas,240 000 km,Mechaninė,1.6,85,"Klaipėda, Lietuva",2 600 €
Mazda 3 I CD Comfort,2008-06,Dyzelinas,246 000 km,Mechaninė,1.6,80,"Vilnius, Lietuva",2 600 €
Skoda Octavia,2009-05,Dyzelinas,227 585 km,Mechaninė,1.6,77,"Ukmergė, Lietuva",2 600 €
Chevrolet Aveo,2014-03,Dyzelinas,202 000 km,Mechaninė,1.3,70,"Marijampolė, Lietuva",2 600 €
Ssangyong Actyon,2007-11,Benzinas/Dujos,200 000 km,Mechaninė,2.3,110,"Klaipėda, Lietuva",2 600 €
BMW 316 i Compact,2000-04,Benzinas,270 000 km,Mechaninė,1.9,77,"Vilnius, Lietuva",2 600 €
BMW 330 E46,2004-01,Dyzelinas,300 000 km,Mechaninė,3.0,150,"Utena, Lietuva",2 600 €
Subaru Legacy IV,2006-05,Benzinas,106 000 km,Automatinė,2.5,121,"Šilutė, Lietuva",2 650 €
Audi A4 TDI DPF Quattro,2007-08,Dyzelinas,169 800 km,Automatinė,3.0,171,"Šiauliai, Lietuva",2 650 €
Opel Zafira B,2006-04,Dyzelinas,268 000 km,Mechaninė,1.9,74,"Kaunas, Lietuva",2 650 €
Skoda Octavia,2007-10,Dyzelinas,301 000 km,Automatinė,2.0,103,"Raseiniai, Lietuva",2 650 €
BMW 530 E60 d Touring,2004-07,Dyzelinas,360 000 km,Automatinė,3.0,160,"Klaipėda, Lietuva",2 650 €
Audi A6,2005-05,Dyzelinas,,Automatinė,3.0,165,"Šalčininkai, Lietuva",2 650 €
Audi A4,2005-12,Benzinas,169 000 km,Automatinė,1.8,125,"Šiauliai, Lietuva",2 650 €
Opel Zafira,2007-01,Dyzelinas,279 079 km,Mechaninė,1.9,88,"Panevėžys, Lietuva",2 650 €
Volkswagen Sharan I TDI Basis,2004-12,Dyzelinas,285 000 km,Mechaninė,1.9,66,"Vilnius, Lietuva",2 699 €
BMW 320,2006-03,Benzinas,210 500 km,Mechaninė,2.0,110,"Tauragė, Lietuva",2 700 €
Mercedes-Benz 190,2001-01,Dyzelinas,309 km,Mechaninė,2.5,69,"Alytus, Lietuva",2 700 €
Skoda Fabia II,2009-08,Benzinas,160 000 km,Mechaninė,1.2,51,"Klaipėda, Lietuva",2 700 €
BMW 528 F10 i,2012-03,Benzinas,150 000 km,Automatinė,2.0,180,"Klaipėda, Lietuva",2 700 €
Audi A4,2007-11,Dyzelinas,300 000 km,Mechaninė,2.7,132,"Panevėžys, Lietuva",2 700 €
Toyota Corolla Verso,2005-07,Benzinas/Dujos,307 269 km,Automatinė,1.8,,"Kaišiadorys, Lietuva",2 700 €
Pontiac Grand-Prix,2004-01,Benzinas,262 000 km,Automatinė,3.8,193,"Vilnius, Lietuva",2 700 €
Opel Zafira CDTI Cosmo,2008-01,Dyzelinas,388 730 km,Mechaninė,1.7,81,"Jonava, Lietuva",2 750 €
Toyota Corolla Seria E12 VVt-i,2002-03,Benzinas,131 000 km,Automatinė,1.6,81,"Vilnius, Lietuva",2 750 €
Volkswagen Jetta,2008-10,Benzinas,82 100 km,Mechaninė,1.4,90,"Vilnius, Lietuva",2 750 €
BMW 525 E60,2004-02,Benzinas/Dujos,352 398 km,Automatinė,2.5,141,"Vilnius, Lietuva",2 800 €
Mercedes-Benz E 320,2003-01,Dyzelinas,360 000 km,Automatinė,3.2,150,"Vilnius, Lietuva",2 800 €
Ford S-Max,2006-05,Dyzelinas,314 251 km,Mechaninė,2.0,103,"Panevėžys, Lietuva",2 800 €
Audi A6 C6,2006-01,Dyzelinas,403 000 km,Automatinė,3.0,165,"Šilutė, Lietuva",2 800 €
BMW 320 E90 d Touring,2007-07,Dyzelinas,323 000 km,Mechaninė,2.0,130,"Panevėžys, Lietuva",2 800 €
Land Rover Freelander TD HSE,2008-01,Dyzelinas,,Automatinė,2.2,112,"Utena, Lietuva",2 800 €
BMW 530 E39,2003-05,Dyzelinas,,Mechaninė,2.9,142,"Pabradė, Lietuva",2 850 €
Toyota Avensis,2007-09,Benzinas,210 000 km,Automatinė,2.0,108,"Kaunas, Lietuva",2 850 €
Citroen C4 Grand Picasso,2010-09,Dyzelinas,264 840 km,Mechaninė,2.0,110,"Marijampolė, Lietuva",2 900 €
BMW 318 Gran Turismo,2015-10,Dyzelinas,,Automatinė,2.0,105,"Jurbarkas, Lietuva",2 900 €
Toyota Auris,2007-03,Dyzelinas,204 200 km,Mechaninė,2.0,93,"Ukmergė, Lietuva",2 950 €
BMW 320,2005-12,Dyzelinas,290 820 km,Automatinė,2.0,120,"Radviliškis, Lietuva",2 950 €
Audi A6 TDI,2007-09,Dyzelinas,430 000 km,Mechaninė,2.0,103,"Marijampolė, Lietuva",2 950 €
Renault Trafic dCi L2H1 Pack,2002-04,Dyzelinas,251 300 km,Mechaninė,1.9,74,"Kuršėnai, Lietuva",2 950 €
Chevrolet Captiva,2006-11,Dyzelinas,266 000 km,Mechaninė,2.0,110,"Molėtai, Lietuva",2 990 €
Opel Vectra C,2008-01,Dyzelinas,330 000 km,Mechaninė,1.9,88,"Marijampolė, Lietuva",2 999 €
Audi A6 C6,2004-06,Benzinas,356 000 km,Mechaninė,2.4,130,"Klaipėda, Lietuva",2 999 €
Volkswagen Golf,2010-08,Dyzelinas,228 654 km,Mechaninė,1.6,77,"Kupiškis, Lietuva",2 999 €
Volkswagen Passat,2009-10,Dyzelinas,400 000 km,Mechaninė,2.0,103,"Utena, Lietuva",3 000 €
Citroen C5,2012-02,Dyzelinas,622 625 km,Automatinė,1.6,82,"Kėdainiai, Lietuva",3 000 €
BMW X3 d,2006-11,Dyzelinas,361 000 km,Automatinė,3.0,160,"Šiauliai, Lietuva",3 000 €
Toyota Corolla Verso,2007-07,Dyzelinas,292 560 km,Mechaninė,2.2,100,"Kaišiadorys, Lietuva",3 000 €
Audi A8 Tdi,2000-09,Dyzelinas,320 000 km,Automatinė,2.5,132,"Kaunas, Lietuva",3 000 €
Mazda CX-7 CD Exclusive +,2011-04,Dyzelinas,260 000 km,Mechaninė,2.2,127,"Vilnius, Lietuva",3 050 €
Ford Galaxy,2006-11,Dyzelinas,3 025 030 km,Mechaninė,1.8,85,"Radviliškis, Lietuva",3 100 € + mokesčiai
Volkswagen Caravelle,1996-07,Dyzelinas,375 000 km,Mechaninė,2.5,75,"Joniškis, Lietuva",3 150 €
Toyota Verso,2011-12,Dyzelinas,,Mechaninė,2.0,93,"Telšiai, Lietuva",3 150 €
BMW 530 E60 d,2005-10,Dyzelinas,361 684 km,Automatinė,3.0,160,"Rokiškis, Lietuva",3 150 €
Volvo V70,2005-04,Dyzelinas,,Mechaninė,2.4,120,"Prienai, Lietuva",3 150 €
BMW X5 E53,2002-07,Dyzelinas,241 637 km,Automatinė,3.0,135,"Telšiai, Lietuva",3 200 €
Seat Altea XL,2009-02,Dyzelinas,308 650 km,Mechaninė,1.9,77,"Jonava, Lietuva",3 200 €
Volkswagen Touran I TDI Conceptline,2006-05,Dyzelinas,260 272 km,Mechaninė,1.9,66,"Mažeikiai, Lietuva",3 200 €
Opel Astra,2010-06,Dyzelinas,239 464 km,Mechaninė,2.0,118,"Ukmergė, Lietuva",3 200 €
Volkswagen Passat B6 TDI,2006-02,Dyzelinas,306 434 km,Mechaninė,2.0,103,"Kaunas, Lietuva",3 200 €
BMW 324 E30 d,1988-08,Dyzelinas,14 000 km,Mechaninė,2.4,63,"Vilnius, Lietuva",3 200 €
Lexus IS 220,2006-01,Dyzelinas,,Mechaninė,2.2,,"Vilnius, Lietuva",3 200 €
Volvo XC90 I D5 Executive,2005-09,Dyzelinas,330 000 km,Automatinė,2.4,120,"Tauragė, Lietuva",3 200 €
BMW 320,2007-12,Dyzelinas,270 000 km,Automatinė,2.0,120,"Marijampolė, Lietuva",3 250 €
Alfa Romeo 159,2010-06,Dyzelinas,220 350 km,Mechaninė,2.4,154,"Tauragė, Lietuva",3 300 €
BMW 740 Tdi,2005-01,Dyzelinas,413 563 km,Automatinė,3.9,190,"Jonava, Lietuva",3 300 €
Renault Kadjar,2016-11,Dyzelinas,147 000 km,Mechaninė,1.5,81,"Marijampolė, Lietuva",3 300 €
Ford Fusion,2007-09,Benzinas/Dujos,110 000 km,Automatinė,2.3,118,"Vilnius, Lietuva",3 300 €
Toyota Auris I D-4D X,2007-01,Dyzelinas,325 184 km,Mechaninė,2.2,130,"Panevėžys, Lietuva",3 300 €
BMW X5 E53,2002-01,Dyzelinas,306 021 km,Automatinė,3.0,135,"Skuodas, Lietuva",3 300 €
Skoda Octavia Scout TDI,2008-07,Dyzelinas,256 321 km,Mechaninė,2.0,103,"Vilnius, Lietuva",3 300 € + mokesčiai
Volkswagen Jetta TDI DPF Comfortline,2010-11,Dyzelinas,316 000 km,Automatinė,1.6,77,"Alytus, Lietuva",3 350 €
Volvo V50 IŠSIMOKĖTINAI,2010-07,Dyzelinas,,Mechaninė,1.6,80,"Mažeikiai, Lietuva",3 400 €
Audi A6 C6 TFSI,2009-05,Benzinas,250 000 km,Mechaninė,2.0,125,"Joniškis, Lietuva",3 400 €
Toyota Auris D-4D Luna,2009-04,Dyzelinas,242 000 km,Mechaninė,1.4,66,"Alytus, Lietuva",3 400 €
Audi A4,2006-06,Dyzelinas,,Mechaninė,2.0,103,"Jurbarkas, Lietuva",3 400 €
Kia Sportage CRDi,2006-03,Dyzelinas,238 000 km,Mechaninė,2.0,103,"Tauragė, Lietuva",3 400 €
Volvo C70 R T-5,2004-10,Benzinas,166 000 km,Mechaninė,2.3,210,"Kaunas, Lietuva",3 450 €
Ford S-Max Gold X aut,2008-09,Benzinas,287 000 km,Automatinė,2.3,118,"Kaunas, Lietuva",3 500 €
BMW X3 d,2006-06,Dyzelinas,,Mechaninė,2.0,110,"Šilalė, Lietuva",3 500 €
Volkswagen Transporter,1997-10,Dyzelinas,352 121 km,Mechaninė,2.5,75,"Raseiniai, Lietuva",3 500 €
Audi A3 8P,2006-05,Dyzelinas,256 349 km,Automatinė,2.0,103,"Kaunas, Lietuva",3 500 €
Nissan Primastar,2004-05,Dyzelinas,318 000 km,Mechaninė,2.5,99,"Tauragė, Lietuva",3 500 €
Nissan King Cab,2002-09,Dyzelinas,,Mechaninė,2.5,98,"Kitas miestas, Lietuva",3 500 €
Mercedes-Benz Sprinter,2004-07,Dyzelinas,480 000 km,Mechaninė,2.2,80,"Kretinga, Lietuva",3 500 €
Chrysler Aspen,2007-01,Benzinas/Dujos,,Automatinė,5.7,250,"Kaunas, Lietuva",3 500 €
Audi A6 TDI,2007-12,Dyzelinas,365 236 km,Automatinė,2.0,103,"Kaišiadorys, Lietuva",3 500 € + mokesčiai
Mercedes-Benz 320,2007-06,Dyzelinas,,Automatinė,3.0,165,"Vilnius, Lietuva",3 500 €
Audi A4 TDI DPF,2006-12,Dyzelinas,290 000 km,Mechaninė,2.0,125,"Rokiškis, Lietuva",3 500 €
Nissan King Cab,2001-04,Dyzelinas,200 000 km,Mechaninė,2.5,,"Šiauliai, Lietuva",3 599 €
Opel Insignia,2009-07,Dyzelinas,304 370 km,Mechaninė,2.0,118,"Kaunas, Lietuva",3 600 €
BMW 116 E87,2009-06,Benzinas,186 000 km,Mechaninė,1.6,90,"Kaunas, Lietuva",3 600 €
BMW 530 E39 d,2001-10,Dyzelinas,352 168 km,Automatinė,2.9,142,"Klaipėda, Lietuva",3 650 €
Volvo XC70,2008-01,Dyzelinas,,Automatinė,2.4,136,"Vilnius, Lietuva",3 650 €
Citroen C8 HDi Exclusive,2010-08,Dyzelinas,255 000 km,Mechaninė,2.0,100,"Alytus, Lietuva",3 650 €
BMW 330 xd Touring,2006-03,Dyzelinas,,Automatinė,3.0,170,"Kėdainiai, Lietuva",3 700 €
Volkswagen Transporter,2007-06,Dyzelinas,,Mechaninė,1.9,62,"Vilkaviškis, Lietuva",3 700 €
Audi A4,2007-10,Dyzelinas,,Mechaninė,2.0,125,"Marijampolė, Lietuva",3 700 €
BMW 520,2006-09,Dyzelinas,,Mechaninė,2.0,120,"Panevėžys, Lietuva",3 700 €
BMW 318,2006-10,Benzinas,256 000 km,Automatinė,2.0,95,"Rokiškis, Lietuva",3 700 €
Seat Alhambra I TDI Style,2006-02,Dyzelinas,,Mechaninė,2.0,103,"Mažeikiai, Lietuva",3 750 €
Mercedes-Benz E 320 W211,2004-06,Dyzelinas,344 419 km,Automatinė,3.2,150,"Šiauliai, Lietuva",3 800 €
BMW X5 I,2002-01,Benzinas,222 222 km,Automatinė,4.4,210,"Plungė, Lietuva",3 800 €
MINI Cooper,2009-05,Benzinas,187 895 km,Mechaninė,1.6,88,"Kaunas, Lietuva",3 800 €
Mercedes-Benz E 200,2010-11,Dyzelinas,,Automatinė,20.0,100,"Telšiai, Lietuva",3 850 €
Mitsubishi Lancer X,2012-12,Benzinas,77 000 km,Automatinė,1.6,86,"Kaunas, Lietuva",3 900 € + mokesčiai
Volkswagen Golf Plus,2006-01,Benzinas,209 000 km,Automatinė,2.0,110,"Vilnius, Lietuva",3 900 €
Toyota Land Cruiser,1997-01,Dyzelinas,400 000 km,Mechaninė,3.0,92,"Birštonas, Lietuva",3 900 €
Mercedes-Benz ML 270 W163,2002-01,Dyzelinas,300 000 km,Automatinė,2.7,,"Vilnius, Lietuva",3 950 €
Hyundai Santa Fe,2006-10,Dyzelinas,306 km,Mechaninė,2.2,110,"Vilnius, Lietuva",3 950 €
Hyundai Santa Fe,2007-02,Dyzelinas,194 670 km,Automatinė,2.2,114,"Vilnius, Lietuva",3 980 €
Nissan Murano,2009-01,Benzinas/Dujos,,Automatinė,3.5,188,"Kretinga, Lietuva",3 999 €
Toyota Avensis III,2011-10,Dyzelinas,269 000 km,Automatinė,2.2,110,"Ukmergė, Lietuva",3 999 €
Opel Antara,2009-01,Dyzelinas,180 532 km,Automatinė,2.0,110,"Marijampolė, Lietuva",3 999 €
Volkswagen Transporter,2003-11,Dyzelinas,500 000 km,Mechaninė,2.5,75,"Alytus, Lietuva",4 000 €
BMW 320 d Touring,2009-11,Dyzelinas,354 333 km,Mechaninė,2.0,130,"Vilkaviškis, Lietuva",4 000 €
Toyota Prius III (2003 - 2009),2007-01,Benzinas,210 000 km,Automatinė,1.5,57,"Šiauliai, Lietuva",4 000 €
Volkswagen Touran TDI Conceptline,2009-08,Dyzelinas,,Mechaninė,1.9,77,"Ignalina, Lietuva",4 000 €
Toyota Prius,2006-02,Benzinas/Elektra,326 978 km,Automatinė,1.5,53,"Vilnius, Lietuva",4 000 €
BMW 530 d Touring,2006-10,Dyzelinas,300 000 km,Automatinė,3.0,170,"Kaunas, Lietuva",4 000 €
BMW X5 IS,2003-05,Benzinas/Dujos,260 000 km,Automatinė,4.6,255,"Vilnius, Lietuva",4 099 €
Opel Antara CDTI Cosmo,2007-08,Dyzelinas,174 623 km,Mechaninė,2.0,110,"Varėna, Lietuva",4 100 €
BMW 520 d Touring,2009-05,Dyzelinas,283 000 km,Automatinė,2.0,130,"Klaipėda, Lietuva",4 100 €
Ford Fiesta,2014-07,Benzinas/Dujos,137 400 km,Mechaninė,1.4,71,"Vilnius, Lietuva",4 150 €
Mercedes-Benz E 320 CDI Avantgarde,2007-11,Dyzelinas,360 000 km,Automatinė,3.0,165,"Klaipėda, Lietuva",4 200 €
Nissan Qashqai+2,2009-01,Dyzelinas,270 000 km,Mechaninė,2.0,110,"Klaipėda, Lietuva",4 200 €
Peugeot 3008,2010-04,Dyzelinas,315 147 km,Mechaninė,2.0,110,"Raseiniai, Lietuva",4 200 €
Porsche Cayenne I,2004-12,Benzinas,3 400 000 km,Mechaninė,3.2,184,"Marijampolė, Lietuva",4 200 €
Fiat Doblo D Multijet,2015-03,Dyzelinas,130 261 km,Mechaninė,1.3,66,"Vilnius, Lietuva",4 200 €
Audi A6 C6 TDI Quattro Tiptr.,2006-06,Dyzelinas,,Automatinė,3.0,165,"Mažeikiai, Lietuva",4 250 €
Hyundai Santa Fe,2007-03,Dyzelinas,265 000 km,Mechaninė,2.2,114,"Tauragė, Lietuva",4 300 €
Skoda Octavia,2012-03,Dyzelinas,,Mechaninė,1.6,77,"Zarasai, Lietuva",4 300 €
BMW 318,1996-01,Benzinas,246 000 km,Mechaninė,2.5,141,"Elektrėnai, Lietuva",4 300 €
BMW X5,2004-10,Dyzelinas,307 000 km,Automatinė,3.0,160,"Naujoji Akmenė, Lietuva",4 400 €
Toyota Verso-S,2012-10,Dyzelinas,205 000 km,Mechaninė,1.4,66,"Tauragė, Lietuva",4 400 €
BMW 530 d,2004-10,Dyzelinas,325 000 km,Automatinė,3.0,160,"Gargždai, Lietuva",4 400 €
BMW 325 d Touring,2007-09,Dyzelinas,,Automatinė,3.0,145,"Panevėžys, Lietuva",4 400 €
Seat Alhambra I TDI Style,2009-12,Dyzelinas,282 137 km,Mechaninė,2.0,103,"Mažeikiai, Lietuva",4 500 €
Seat Leon TDI Reference,2011-01,Dyzelinas,205 000 km,Mechaninė,1.6,77,"Vilnius, Lietuva",4 500 €
Audi A6 Tdi,2006-09,Dyzelinas,262 578 km,Automatinė,2.0,103,"Šiauliai, Lietuva",4 500 €
Seat Ibiza,2014-01,Benzinas,180 000 km,Mechaninė,1.2,51,"Klaipėda, Lietuva",4 500 €
BMW 530 E60,2003-07,Dyzelinas,337 000 km,Automatinė,3.0,160,"Kaunas, Lietuva",4 500 €
Renault Master,2014-06,Dyzelinas,806 583 km,Mechaninė,2.3,110,"Vilnius, Lietuva",4 500 €
Volkswagen Golf Plus TDI,2008-03,Dyzelinas,245 894 km,Automatinė,2.0,103,"Prienai, Lietuva",4 550 €
Chevrolet Epica LT aut,2009-10,Benzinas,84 850 km,Automatinė,2.0,105,"Vilnius, Lietuva",4 599 €
Kia Cee'd,2013-01,Dyzelinas,280 000 km,Mechaninė,1.6,94,"Šiauliai, Lietuva",4 600 €
Dodge Magnum,2007-01,Benzinas/Dujos,167 763 km,Automatinė,2.7,142,"Rokiškis, Lietuva",4 600 €
Hyundai Galloper,2000-11,Dyzelinas,,Mechaninė,2.5,73,"Jonava, Lietuva",4 650 €
Toyota Yaris,2013-02,Dyzelinas,328 373 km,Mechaninė,1.4,66,"Panevėžys, Lietuva",4 700 €
Peugeot Partner,2015-01,Dyzelinas,290 870 km,Mechaninė,1.6,,"Vilnius, Lietuva",4 700 €
Volkswagen Golf,2010-01,Dyzelinas,,Mechaninė,2.0,103,"Kaunas, Lietuva",4 700 €
Mercedes-Benz ML 320 CDI,2006-06,Dyzelinas,383 000 km,Automatinė,3.0,165,"Kaunas, Lietuva",4 800 €
Honda Accord,2009-06,Dyzelinas,315 000 km,Mechaninė,2.2,110,"Kretinga, Lietuva",4 800 €
Volkswagen Transporter,2006-01,Dyzelinas,,Mechaninė,1.9,,"Rokiškis, Lietuva",4 800 €
Subaru XV,2012-01,Dyzelinas,280 000 km,Mechaninė,2.0,,"Šiauliai, Lietuva",4 800 € + mokesčiai
Renault Grand Scenic,2013-03,Dyzelinas,,Automatinė,1.5,81,"Marijampolė, Lietuva",4 800 €
Volvo S80,2007-07,Dyzelinas,180 000 km,Automatinė,2.4,136,"Panevėžys, Lietuva",4 850 €
Toyota Prius,2007-02,Benzinas/Elektra,205 000 km,Automatinė,1.5,,"Vilnius, Lietuva",4 850 €
Peugeot 508,2011-09,Dyzelinas,352 000 km,Automatinė,2.2,150,"Vilnius, Lietuva",4 899 €
Toyota RAV4 III VVT-i Sol aut,2008-01,Benzinas,270 000 km,Automatinė,2.0,112,"Vilnius, Lietuva",4 900 €
Volkswagen Golf Plus,2009-11,Benzinas,202 125 km,Mechaninė,1.6,75,"Kaunas, Lietuva",4 950 €
Volkswagen Touareg R5 TDI DPF Tiptr.,2008-04,Dyzelinas,380 000 km,Automatinė,2.5,128,"Šiauliai, Lietuva",4 950 €
Mercedes-Benz Sprinter II CDI,2004-05,Dyzelinas,,Mechaninė,2.2,80,"Kaunas, Lietuva",4 950 €
BMW 318,2010-07,Dyzelinas,318 283 km,Automatinė,2.0,105,"Marijampolė, Lietuva",4 999 €
Toyota Avensis,2009-01,Benzinas,185 000 km,Mechaninė,1.8,108,"Kazlų Rūda, Lietuva",4 999 €
Audi A4,2009-09,Dyzelinas,,Mechaninė,2.0,105,"Panevėžys, Lietuva",5 000 €
Honda CR-V,2007-05,Dyzelinas,294 000 km,Mechaninė,2.2,103,"Kretinga, Lietuva",5 000 €
Toyota Verso,2012-06,Benzinas/Dujos,237 600 km,Automatinė,1.8,108,"Šiauliai, Lietuva",5 000 €
Peugeot 308,2014-01,Dyzelinas,190 000 km,Mechaninė,1.6,68,"Tauragė, Lietuva",5 300 €
Volvo XC70,2008-01,Dyzelinas,395 000 km,Automatinė,2.4,136,"Vilnius, Lietuva",5 300 €
Audi A4 TDI Multitronic,2009-03,Dyzelinas,,Automatinė,2.7,140,"Vilnius, Lietuva",5 350 €
Opel Zafira CDTI Cosmo,2011-11,Dyzelinas,276 151 km,Mechaninė,2.0,96,"Šiauliai, Lietuva",5 450 €
Mercedes-Benz GLK 220,2010-05,Dyzelinas,385 766 km,Automatinė,2.2,125,"Raseiniai, Lietuva",5 500 €
Mercedes-Benz S 320,2006-11,Dyzelinas,,Automatinė,3.2,173,"Vilnius, Lietuva",5 500 €
Volvo S80,2010-05,Dyzelinas,,Mechaninė,2.0,100,"Kaunas, Lietuva",5 500 €
BMW 116 F20 d,2012-06,Dyzelinas,236 000 km,Mechaninė,2.0,85,"Kaunas, Lietuva",5 650 €
Honda CR-V,2009-02,Dyzelinas,265 500 km,Mechaninė,2.2,103,"Kaunas, Lietuva",5 700 €
Lexus GS 300,2006-09,Benzinas,278 000 km,Automatinė,3.0,183,"Vilnius, Lietuva",5 700 €
BMW 730,2007-01,Dyzelinas,334 523 km,Automatinė,3.0,170,"Radviliškis, Lietuva",5 800 €
Mercedes-Benz R 320 CDI,2009-06,Dyzelinas,285 500 km,Automatinė,3.2,165,"Vilnius, Lietuva",5 800 €
BMW 318 d Touring,2011-01,Dyzelinas,268 500 km,Automatinė,2.0,105,"Kaunas, Lietuva",5 800 €
Ford Galaxy,2011-12,Dyzelinas,325 000 km,Automatinė,2.0,103,"Mažeikiai, Lietuva",5 900 €
Audi A4 TDI Prime Line Multi,2011-05,Dyzelinas,343 000 km,Automatinė,2.0,105,"Vilnius, Lietuva",5 950 €
Honda CR-V,2007-08,Dyzelinas,,Mechaninė,2.2,103,"Šiauliai, Lietuva",5 999 €
Mercedes-Benz ML 55 AMG W163,2001-04,Benzinas,275 000 km,Automatinė,5.4,255,"Vilnius, Lietuva",5 999 €
BMW 330,2008-01,Dyzelinas,338 354 km,Automatinė,3.0,170,"Kaunas, Lietuva",6 000 €
Volkswagen Passat,2014-01,Dyzelinas,335 000 km,Mechaninė,1.6,77,"Šiauliai, Lietuva",6 000 €
Volkswagen Golf VI TDI Highline,2012-12,Dyzelinas,257 631 km,Mechaninė,2.0,81,"Telšiai, Lietuva",6 100 €
Ford Transit VI,2012-08,Dyzelinas,357 000 km,Mechaninė,2.2,92,"Kelmė, Lietuva",6 200 €
Hyundai ix35,2011-05,Dyzelinas,240 250 km,Mechaninė,2.0,100,"Šiauliai, Lietuva",6 400 €
Mercedes-Benz C 320,2009-03,Dyzelinas,,Automatinė,3.0,165,"Jurbarkas, Lietuva",6 500 €
Citroen Jumper 35HDi L3H2,2013-12,Dyzelinas,112 358 km,Mechaninė,2.2,96,"Vilnius, Lietuva",6 500 €
Volkswagen Caravelle,2007-01,Dyzelinas,279 km,Mechaninė,2.5,,"Kaunas, Lietuva",6 500 €
MINI Cooper S,2012-01,Benzinas,128 000 km,Mechaninė,1.6,135,"Vilnius, Lietuva",6 500 €
Mercedes-Benz S 500,1983-03,Benzinas,199 000 km,Automatinė,5.0,180,"Kaunas, Lietuva",6 500 €
Porsche Cayenne I,2007-07,Benzinas,238 000 km,Automatinė,4.8,203,"Kaunas, Lietuva",6 700 €
Volkswagen Caddy,2011-04,Dyzelinas,235 000 km,Mechaninė,1.6,75,"Utena, Lietuva",6 700 €
Hyundai ix35,2010-01,Dyzelinas,283 750 km,Mechaninė,2.0,100,"Ukmergė, Lietuva",6 700 €
Audi Q7 TDI Quattro Tiptr.,2006-05,Dyzelinas,,Automatinė,3.0,171,"Radviliškis, Lietuva",6 700 €
Audi A4 Allroad,2009-07,Dyzelinas,423 km,Mechaninė,2.0,125,"Šiauliai, Lietuva",6 750 €
Volvo S80,2010-06,Dyzelinas,260 270 km,Mechaninė,2.0,100,"Šiauliai, Lietuva",6 790 €
Volkswagen Passat,2012-12,Dyzelinas,330 000 km,Automatinė,2.0,103,"Švenčionys, Lietuva",6 800 €
